,log_return
294,0.001093363907817
295,-0.014164275858018
296,0.0041358112500821
297,-0.0163545946231824
298,-0.0023445087149802
299,0.0126338545279766
300,-0.0061511813408555
301,0.0132720307624422
302,-0.0029769788459788
303,0.0119498428425138
304,-0.0045717476666828
305,0.0087880180385223
306,-0.0019504497081052
307,-0.0056349157231826
308,-0.0147622461544748
309,-0.0023840366453567
310,0.0022868565355501
311,0.0121262101742876
312,-0.0087781885732707
313,-0.0035424101571405
314,0.0035910605194467
315,0.0067106918883529
316,-0.0026502271649971
317,0.0033713912585246
318,0.0044137430104261
319,0.0054423925350757
320,-0.0045330343952713
321,0.0019109029868286
322,0.0044771960003472
323,-0.0002850101216144
324,-0.0115702756694206
325,0.0090952392670649
326,-0.0011921204934379
327,0.0049023382782879
328,0.0025131847363025
329,0.002317787319382
330,-0.0041667795178887
331,0.0031742110736643
332,-0.0041233167669937
333,-0.01007101083405
334,0.0107834020194639
335,0.0028426826269416
336,-0.0115177890446819
337,-0.0041248425762138
338,0.003981479106968
339,0.0130800311356148
340,-0.0047844066562154
341,-0.0029958434764704
342,0.0001908623293864
343,0.010373621953617
344,0.0010833514750421
345,0.003102083211674
346,-0.0003290968758931
347,-0.000703890661261
348,0.002908136833908
349,-0.0023914667379129
350,-0.0108102392615209
351,0.0094477126019833
352,-0.0011293820794496
353,-0.0062321652656252
354,0.0020342673137024
355,-0.0009930308293525
356,0.0026461817362375
357,-0.0084822050523186
358,-0.0017149460028964
359,-0.0061687711641779
360,-0.0001436523079573
361,0.0119218913933443
362,0.0032183583135771
363,-0.0076843183233462
364,-0.0042946513368083
365,0.0054368531313178
366,0.001615570683237
367,0.0103455180834733
368,-0.0044488833487315
369,0.0051101474529438
370,0.0007075340124901
371,-0.0072895133448181
372,-0.0030446428306281
373,-0.0001903434455637
374,-0.0211935789470174
375,0.0020910895455072
376,0.007983182232045
377,-0.0009156681079799
378,-0.0028502343139539
379,0.0062689982041585
380,-0.0169192081255183
381,0.0018072011218953
382,0.01251283704469
383,0.0109768369742056
384,0.0043285820364008
385,-0.0003325627725592
386,0.0079924724922052
387,0.0008473762487934
388,0.0005176209885435
389,-0.0039592431171083
390,-0.0017959719769568
391,-0.005645602779575
392,-0.0104263471657149
393,-0.0058344335541452
394,0.0122083925019269
395,0.0068555076307962
396,0.0002371536734094
397,-0.0015194135578561
398,-0.0033784184682183
399,-0.0019563052459647
400,0.0032901332498498
401,-0.0082213846916197
402,-0.0019218634918923
403,0.0125207481083675
404,-0.0090643279410379
405,0.0011975628001301
406,-0.0012455475036627
407,0.0036358576203586
408,0.0055715516601883
409,-0.002901228987703
410,-0.0079367596065755
411,-0.0211024432840319
412,-0.0305646853832135
413,-0.0430191719538324
414,-0.0118373934550447
415,0.0376751107849721
416,0.024433761915626
417,5.02457795249699e-05
418,-0.0081116724397751
419,-0.0303027495094446
420,0.0188035075256175
421,0.0007161660298793
422,-0.0152524236041629
423,0.0248204533509159
424,-0.0134620880951706
425,0.0054269218095932
426,0.004534298393716
427,-0.0037176628447944
428,0.0124219168665797
429,0.0086293251823384
430,-0.0022503671907114
431,-0.016476341901043
432,0.0051543640270238
433,-0.0130649032399134
434,-0.001600253091696
435,-0.0036221652143738
436,-0.0002589739219848
437,-0.0254175467945373
438,0.0005848345062456
439,0.0184864682340545
440,0.0026054352246953
441,0.0148278971939873
442,0.017638084857812
443,-0.0034320337018384
444,0.008157019378284
445,0.0089863849702199
446,0.0005961348056645
447,0.0009432812326916
448,-0.0063221453960343
449,-0.0048055320770599
450,0.015238005640052
451,0.0045361465754565
452,0.0004918741108127
453,-0.001279447604378
454,-0.0062227013727217
455,0.0167524943144088
456,0.0109018673982371
457,-0.0024606520412754
458,-0.0019338628975445
459,0.0113102725135881
460,-0.0005746488800409
461,-0.0043191182680075
462,0.0117615949160962
463,0.0028950489216968
464,-0.0030376109667739
465,-0.0009987623327743
466,-0.0005235103274929
467,-0.0093752187817391
468,0.0023036687258804
469,-0.0039392248318668
470,-0.0140581620391202
471,-0.0112917868742539
472,0.0150926506431177
473,-0.0007300007121955
474,0.0157416814682404
475,-0.0008627456791857
476,0.0036373342474429
477,-0.0011470436317335
478,0.0013383348301662
479,-0.000143616381858
480,0.0011461069551692
481,-0.0041601429985282
482,0.0094907404429351
483,-0.0102576779569785
484,-0.0141016794441498
485,0.0193150383700048
486,-0.0060769324821271
487,-0.0067422331090632
488,-0.0078101456600549
489,0.002577821490201
490,-0.0195713069404609
491,0.005039787048692
492,0.0104430301638117
493,0.0145259032908164
494,-0.015355423950671
495,-0.0179759543078104
496,0.0082156910213547
497,0.009033215352355
498,0.0123071964590478
499,-0.0016518589570296
500,-0.0022875596718902
501,0.0106155414493724
502,-0.0071131578385456
503,-0.0100537525422223
504,-0.0140780258770385
505,0.0016900298815738
506,-0.01269450617945
507,-0.0242840166345868
508,-0.0110373977686984
509,0.0009899361681759
510,0.0080356728954705
511,-0.0252569175853622
512,0.0162835582893122
513,-0.0216996767965782
514,0.0013299532280844
515,-0.0128977155424469
516,0.0055863014628035
517,0.0203075374945851
518,-0.0152320856387841
519,0.0135513596455885
520,-0.0109432545329608
521,0.0051957966650213
522,0.0240845768198358
523,-0.0003612165060002
524,-0.0181863458048205
525,0.0059770078922149
526,0.0015670563345635
527,-0.019234025787418
528,-0.013552542727219
529,5.398426709463096e-05
530,-0.0008630292569305
531,-0.0130936112234363
532,0.0204077050766398
533,0.016736837987243
534,0.0162027994014136
535,-0.0041041303737496
536,-0.00046864159156
537,0.0143751515657567
538,-0.0127097943918734
539,0.0045652735326269
540,0.0120390756122302
541,-0.0023040705373891
542,-0.0078737514930353
543,0.0232350369358756
544,0.0044825375981347
545,0.0039119782320258
546,0.0032482273337418
547,0.0007977781875277
548,-0.010977653025516
549,0.004927050749341
550,0.0008025194720791
551,0.0160085117600153
552,-0.0012832590761828
553,-0.0016307262372659
554,0.0057704542238619
555,0.0063240036495532
556,0.0039218165922376
557,0.0014178392267081
558,-0.0005376490109651
559,-0.0066211819813564
560,-0.0004433627918807
561,0.0005908129553367
562,0.0092073805282671
563,0.0043781934673977
564,-0.0024296916946029
565,0.006788973234338
566,-0.0032432535377995
567,-0.0100381472714706
568,0.0108619434818946
569,-0.0120381527020265
570,0.0026931172560825
571,-0.0023497047944569
572,0.0092695019208044
573,0.0100504245748479
574,4.779095771015883e-05
575,-0.0011061492950841
576,0.007002270591199
577,0.0031491117137911
578,0.0009525386923543
579,-0.0053927559590277
580,0.0
581,-0.0017245577487882
582,0.0014850492937407
583,0.0020559840029883
584,-0.009117022269485
585,-0.005413478889503
586,0.0079169710888253
587,-0.0087414742495223
588,-0.0055936890736646
589,-0.0001950239710038
590,0.0036523007406434
591,0.0008260918053039
592,0.0123571807861893
593,-0.0093989668985178
594,0.0002903547100355
595,-0.0087521612549906
596,0.0098171139293703
597,-0.0093774763491149
598,0.0002927804207552
599,-0.0034711421259121
600,0.0062977557769281
601,-0.0013636468434912
602,0.0128790549166451
603,0.0067603233755249
604,0.0002863270877797
605,0.0042902090216215
606,-0.0019044591431115
607,0.0020469792385372
608,0.0030391101417416
609,-0.0029914092075097
610,0.0050754737623751
611,0.0015602453575525
612,0.0032543172377757
613,-0.001366565709155
614,-0.009522598923288
615,-0.0077416185215518
616,-0.001968782752821
617,-0.0013950281647062
618,0.0029798198673288
619,-0.0037312116851875
620,0.0064194868824384
621,0.002834526113436
622,-0.0016325675192742
623,0.0129384227515603
624,-0.0365696531398247
625,-0.0180720255818541
626,0.0178752685302323
627,0.0168840443523731
628,0.0135537253228478
629,0.0020982120644073
630,-0.0072194803375212
631,0.0059801019947507
632,-0.0006200955880398
633,0.0147806223908696
634,0.0035205644634664
635,0.0072370460781344
636,-0.0001392758932509
637,0.0055677508292204
638,-0.0013428209536878
639,0.002683758819802
640,-0.0010171354869316
641,0.004154446542547
642,-0.0037843620093191
643,0.0044749854961331
644,-0.0027194659768322
645,0.0004614584058475
646,-0.0010619526654533
647,0.001154268119179
648,0.0016131165946989
649,-0.00082931301375
650,-0.006427806785975
651,0.0029187157034039
652,0.0010630450764515
653,0.0081457887111024
654,-0.0005959550961049
655,0.000595955096105
656,-0.0024783016260791
657,0.0046298498582099
658,-0.0008690196291539
659,0.0028796487046111
660,-0.0051713839208519
661,0.0018795042114231
662,0.0022416823652589
663,-0.001463293239
664,-4.6068203208372086e-05
665,0.0020115692134282
666,-0.005127929986711
667,-0.0006887707972319
668,-0.0018854579179668
669,0.0049127357024056
670,-0.0016504554789305
671,-0.0028476727359162
672,4.5574200092516416e-05
673,0.0044980868777794
674,0.0030180038118906
675,-9.128151689857111e-05
676,-0.0022856471397077
677,-0.0242262254617714
678,0.0142457555825597
679,-0.0144801285567604
680,-0.0003751946486377
681,0.0099432027709514
682,-0.0038727413401073
683,0.0001872687809305
684,4.67701805211688e-05
685,0.0111828362036549
686,0.0062817558666627
687,-0.0054945186429876
688,-0.0081352266185435
689,0.0061889574122095
690,0.0049512321441999
691,-0.009088608161987
692,0.0075179972981584
693,-0.0024070131818008
694,-0.0051109841163576
695,0.0044157287192626
696,0.0006952553970951
697,-0.003435445102973
698,0.0051949702340603
699,-0.0127102525248013
700,0.0013112713588647
701,-0.0032808253629216
702,0.0005160660406126
703,-0.0034783156805158
704,0.0062430750028249
705,0.0026635644243402
706,-0.0018683918731695
707,0.0004673217737114
708,0.0042439502587733
709,-0.0033561516989189
710,-0.0020097711074042
711,-0.0026706348622851
712,-0.0029597731384734
713,4.712845294462377e-05
714,-0.0072715562598644
715,-0.006036871504647
716,-0.0045876527190348
717,-0.0011022406301969
718,0.0218169808289802
719,0.0044942232349278
720,0.0105460203105621
721,0.0024926253002746
722,-0.0023077155190483
723,0.0007851374578052
724,0.0077725785465847
725,-0.001879934526715
726,0.0051272569388362
727,-0.0022400321372667
728,0.0075229915059144
729,0.0019515523049102
730,0.0005436674528379
731,0.0037087451698592
732,-0.0047058287470768
733,0.0019484731381128
734,-0.0024020144942965
735,-0.0036822628275672
736,0.0005002479750419
737,0.0059910782387888
738,0.0031623984232641
739,0.0129959817242387
740,0.0024459208052197
741,0.0060220715320229
742,-0.0011484964751175
743,0.0066519443822828
744,-0.0082887445175222
745,0.0041090703498494
746,-0.0019578877051209
747,0.0021749338471139
748,0.0038502193799667
749,-0.0027863041962972
750,-0.0017288802439572
751,0.001463105155887
752,0.00247785077424
753,-0.0082990170243573
754,-0.000222617201531
755,-0.0036617483323893
756,0.0076209186546224
757,0.0059315332586811
758,-0.0007948408448986
759,0.0035714312574409
760,-0.003306154675861
761,0.0
762,0.0028220648233983
763,-0.0025132090289342
764,0.0022930836372956
765,-0.0035298585920803
766,0.0022073104165468
767,-0.0037113127706687
768,0.0036673168838885
769,-0.0026054242308191
770,0.0063910738615092
771,0.0086186019960451
772,-0.001046218442428
773,-0.00157115192764
774,-0.0062207185324581
775,-8.799416455645967e-05
776,0.0003955256168337
777,0.0006585781823547
778,0.0068692598434405
779,-0.0017889395843608
780,4.357500756903047e-05
781,0.0013094434890535
782,0.0059151655361921
783,0.0039385593126891
784,0.0054277962108318
785,0.003987139026194
786,0.0052070751467092
787,-0.0008518355754225
788,0.001575052082031
789,0.0059372162472375
790,-0.0008882488136843
791,0.0006768645005647
792,0.0012681572943485
793,0.0015617722121592
794,-0.0027028401394421
795,0.0139002203069216
796,-0.0063171362089265
797,0.0006292247938771
798,-0.0029823590853756
799,-0.0029912057957731
800,-0.0018583923582221
801,0.0012673655265887
802,0.0034979995785345
803,0.0005049213255495
804,-0.0038338716494848
805,0.0086160705720824
806,-0.0019688455443827
807,-0.0017577050007646
808,-0.0010973757127403
809,-0.0129226784839973
810,0.0023503683976658
811,-0.0010677463007125
812,-0.0007269473681627
813,-0.0010263970205726
814,0.0072503823898279
815,0.0009341287175372
816,0.0031794189963332
817,-0.0023303517853486
818,-0.0017407640509747
819,0.0006372310098939
820,-0.0029771003957507
821,0.002807172073791
822,-0.0010201767669723
823,0.0005953041561974
824,-0.0011905149696324
825,-0.0043913849861665
826,-0.0065159655752915
827,0.0088207572600923
828,-0.0029886670787126
829,-0.001840315786134
830,0.0081060911358451
831,-0.0031919001883577
832,0.010937993591037
833,0.0058017668035909
834,-0.0006290275668198
835,0.0008384439105556
836,-0.0021817129405809
837,0.0025169672915762
838,0.0003770360330193
839,-0.0012154195393602
840,0.0011735254995236
841,0.0039291435342635
842,-0.0001666435546553
843,-0.0009187219664899
844,0.0017946810175483
845,-0.0020449282607838
846,-0.001672413945088
847,0.0055081508535322
848,-0.0009157624208171
849,-0.0179035976457796
850,0.0040205759253309
851,0.0064832022056778
852,0.0050643172765325
853,0.0022104276255133
854,0.0023299868112344
855,0.0047682458958836
856,-0.0002070418181777
857,-0.0008690703162154
858,-0.0002482576915948
859,0.0079206856863171
860,0.0033230238370236
861,-0.0007376718549047
862,-0.0032019430767649
863,0.0018486339009606
864,0.000492363621698
865,-0.0015190566473247
866,-0.000205349780688
867,0.0048779005470911
868,-0.001268366766762
869,-0.0019261603944311
870,0.0002185355435233
871,0.0082904306509663
872,-0.0067668324789133
873,-0.0002469550725377
874,-0.0004528135377879
875,0.0011934240417539
876,0.0006579480237272
877,-0.0080890692211836
878,0.00891062699969
879,-0.0088274839311527
880,0.0018625020375363
881,0.0016943737076993
882,0.0023096202052741
883,-0.0091868051944224
884,0.0064641033038003
885,0.0010733118052857
886,-0.000742861650129
887,0.0074866374800704
888,0.0016789689975386
889,0.0046532304412904
890,-0.0001224010449356
891,0.0005295380787622
892,0.0053994446033433
893,0.0004451362261375
894,-0.0008905414242181
895,-0.0002429418816302
896,0.0024277551250048
897,4.030211624410796e-05
898,-0.0009300444003766
899,-0.0011736928764806
900,-0.0005671232929859
901,0.0022265299814279
902,0.0004851251219535
903,-0.0019421970247027
904,0.0018206554625267
905,0.0018573659030055
906,-0.0024638121933927
907,-4.032982166619874e-05
908,-0.014215938391266
909,0.0014756847101464
910,0.0098645958573525
911,-0.000121772760774
912,0.001742862681336
913,-0.0157138763880445
914,-0.0015643245806058
915,0.0007826119722052
916,0.010402547974111
917,-0.0035919586018865
918,-0.0023332078036373
919,0.0023332078036373
920,4.134467006188521e-05
921,0.0011439051054747
922,0.0047264327847696
923,0.005997892333057
924,0.0014132971357958
925,-0.0072079016280448
926,0.0034078545344424
927,-0.0001215244830533
928,-0.0011753334251037
929,0.0106093998662216
930,0.0033649220471098
931,0.0004796904266383
932,-0.0003197680494069
933,0.0013452681193594
934,0.0021248174415243
935,0.0010005172433752
936,0.0003602470640128
937,-0.0026831768194364
938,0.0002006574184729
939,-0.0020468520688704
940,0.0006024052004653
941,0.0038866595211102
942,0.0011991950592792
943,0.0035089550782974
944,0.0043291948440413
945,0.0021377972533556
946,0.00118580774244
947,0.0059078331616487
948,-0.0011397414731674
949,-0.0016524143341286
950,0.0026346507525461
951,0.0015697105478582
952,-0.0014910231625962
953,0.001216716329979
954,0.0013328003742287
955,0.0007049497287194
956,0.0009778729755904
957,0.0002735489218468
958,0.0051473064564459
959,-0.0038970415501075
960,0.0017557413607741
961,-0.0049623778932693
962,0.0012918018511471
963,0.0081428861485045
964,-0.0037322013921991
965,0.0015569009548266
966,0.0013210678514314
967,0.0003884515961545
968,0.0033331784856283
969,0.0015465335131073
970,-0.0006958087058704
971,0.0016996168191206
972,-0.0036343870662521
973,-0.0003100778976061
974,0.0009294072504858
975,-0.002325207181864
976,-0.0050176535937648
977,0.0084649392540946
978,-0.0029429396593921
979,0.0017048838738687
980,0.0065214265217226
981,-0.0008848024860628
982,0.0023068560401824
983,-0.0004992349685121
984,0.0100935410785988
985,-0.0006086958520973
986,0.0087169527452023
987,-0.0020775979629096
988,-0.0012108967180153
989,-0.0036026225735932
990,0.0001895430285676
991,0.0031479818114666
992,0.0054385378328897
993,0.0030083591279203
994,0.0017632665634075
995,-0.0001124339069275
996,-0.0040945899973478
997,0.0082929573198012
998,0.006321285912519
999,-0.003847856991012
1000,-0.000524173416176
1001,0.0020571848294438
1002,-0.0002614570006661
1003,-0.0011965562624454
1004,0.0004864778029827
1005,0.0020550194945536
1006,-0.0037775810337501
1007,0.0071318480749118
1008,0.0063055021680099
1009,0.004205663960698
1010,0.0066418266723967
1011,0.0018270792351678
1012,0.0022610753670522
1013,-0.0015312025790821
1014,0.0072698905039459
1015,0.0064976136151332
1016,-0.003424162678211
1017,0.0094865272531122
1018,-0.0016822751163388
1019,0.0045391289239657
1020,0.0080982956818331
1021,0.00212051917272
1022,-0.0003887113109363
1023,0.0004236195681341
1024,0.0115112346908188
1025,-0.0066518570193286
1026,-0.0103100342444296
1027,0.000496531863419
1028,-0.0011356871714625
1029,-0.0220103072410789
1030,-0.0427222203027262
1031,0.0195105246690253
1032,-0.0054396222630174
1033,-0.0382305366032678
1034,0.0149098299869979
1035,0.0145779413850163
1036,0.0024839315291247
1037,0.0134061159151088
1038,0.0126794650639763
1039,0.000293015414973
1040,-0.0062810536465777
1041,-0.0049866780143962
1042,0.0012954713105904
1043,0.0158136663078014
1044,0.0115453487965224
1045,-0.0125652371468078
1046,-0.0101819104740567
1047,-0.014647440044711
1048,0.0051418274086029
1049,0.0114913239415333
1050,0.002532125758359
1051,-0.0003662745816419
1052,0.004827146247516
1053,0.0172527087671864
1054,-0.001255789533615
1055,-0.0064838210346883
1056,-0.0051446954077301
1057,-0.001090438713321
1058,0.0010839702140488
1059,-0.0136226919641515
1060,0.0016991730631885
1061,-0.0019210616363695
1062,-0.0253151645896429
1063,-0.0215448846515955
1064,0.0269914443715959
1065,-0.0171580717440485
1066,-0.0029589457168357
1067,0.0126964985134345
1068,-0.0218209075756203
1069,0.0127356020959529
1070,0.0106422436307307
1071,0.0078608191739233
1072,-0.0225377727178621
1073,0.0049160935781741
1074,0.0157755134892126
1075,-0.0052560581991573
1076,0.0081930852811631
1077,-0.0029370270820056
1078,0.0081880574225089
1079,0.0106414277539769
1080,0.0007399877499072
1081,-0.0055625652281126
1082,-0.0085157423784307
1083,-0.0001499223794386
1084,-0.013559180996725
1085,0.0024686460735148
1086,0.0101143596222396
1087,0.0009385781418642
1088,-0.0077204275611281
1089,0.0017753123524226
1090,-0.006739911267752
1091,-0.0022063667774088
1092,0.0128633170143688
1093,0.0033779746404672
1094,0.0
1095,0.0096191390773489
1096,0.0093070902202403
1097,0.0030464405811054
1098,0.0004768230313143
1099,-0.0069111006448092
1100,0.0041964778578617
1101,-0.000845104866867
1102,-0.0025032419173085
1103,0.0074900602819635
1104,-0.0027838915459905
1105,0.002747544577574
1106,-0.0020504818266803
1107,-0.0023859440332483
1108,-0.0115675640741393
1109,0.0132564453564939
1110,-0.0061445683011048
1111,0.0097698031596128
1112,0.0047401306862241
1113,0.0007271258904968
1114,0.0083259664052997
1115,-0.0001080193303505
1116,0.0029521750461366
1117,0.00132892325045
1118,0.0012915988605034
1119,-0.0031962998176015
1120,0.0025145988541068
1121,-0.0012763966341358
1122,-0.0020586341616397
1123,-0.0038404492397234
1124,0.0017045806802832
1125,-0.006288577203825
1126,0.0018217945694408
1127,-0.0137064009434191
1128,0.0022114166581548
1129,-0.0083186749560338
1130,0.0057010551527608
1131,0.001438684020082
1132,0.002135739629396
1133,-0.0035377826704116
1134,0.0081252856351053
1135,0.0084226179539901
1136,0.0089638466569459
1137,0.0035921121603569
1138,-0.0073414367506642
1139,0.0090251320206487
1140,0.000787289731651
1141,-0.0008947428843122
1142,0.0040374125468
1143,0.0021012082942367
1144,-0.0037783553797668
1145,-0.001143363382962
1146,0.0018574245763407
1147,0.0050190236924628
1148,0.0084864367386163
1149,-0.0023618122992292
1150,-0.0067996554465667
1151,-0.0052368478926982
1152,0.0049171681667757
1153,-0.0016717723682479
1154,0.0054326039128803
1155,0.0042754998743605
1156,0.0036608640005436
1157,0.0032967025162203
1158,-0.0004202918652594
1159,-0.0013669292558471
1160,-0.0067228318283089
1161,-0.00375046393845
1162,0.0063607176819158
1163,-0.0074958693313979
1164,0.0080591564243046
1165,0.0035141105437466
1166,0.0021373845650399
1167,0.002342751269636
1168,-0.0005936650136499
1169,-0.0013289232874129
1170,0.006000313618881
1171,0.0078642681132869
1172,0.0004830943112012
1173,0.0053664471651814
1174,-0.00405685568431
1175,3.460450564010041e-05
1176,-0.0017235307287717
1177,-0.0026949667943234
1178,-0.0030146503839922
1179,-0.0019451839591514
1180,0.0017368226487011
1181,0.0032922863297287
1182,0.0002415933215763
1183,0.0058975170820261
1184,0.0001719879900275
1185,-0.0053086955663239
1186,0.0054114734450319
1187,0.0010647557748581
1188,0.0080718431838871
1189,-0.0009142726651914
1190,-0.0033276404691526
1191,-0.000928021823779
1192,-0.0029969233184588
1193,0.0027905270528645
1194,0.0001028512456062
1195,0.0034684337762409
1196,-0.0005831688374642
1197,0.0005487709640449
1198,-0.0078460545985489
1199,-0.0056128289425759
1200,0.0
1201,-0.0014603967074674
1202,-0.0321756290900631
1203,-0.0222726212454616
1204,0.013792696820962
1205,-0.0056323806324097
1206,0.0216299291783821
1207,0.0001783112867003
1208,-0.0145464853568841
1209,-0.0005426239713292
1210,-0.0044987468116845
1211,-0.0051037767390826
1212,-0.0307670606251304
1213,0.0177816539351741
