Date,Adj Close,Close,High,Low,Open,Volume
86,2014-05-07,153.70127868652344,187.8800048828125,187.97000122070312,186.00999450683594,187.41000366210938,106500000
87,2014-05-08,153.5376434326172,187.67999267578125,189.0500030517578,187.0800018310547,187.7100067138672,93618000
88,2014-05-09,153.7667236328125,187.9600067138672,188.0399932861328,186.8300018310547,187.7100067138672,83679000
89,2014-05-12,155.2637939453125,189.7899932861328,189.8800048828125,188.0,188.8000030517578,86940000
90,2014-05-13,155.4028778076172,189.9600067138672,190.4199981689453,189.77000427246094,190.0399932861328,66454000
91,2014-05-14,154.66661071777344,189.05999755859375,189.8800048828125,188.7899932861328,189.7899932861328,72367000
92,2014-05-15,153.30862426757812,187.39999389648438,188.72000122070312,186.47999572753906,188.67999267578125,154956000
93,2014-05-16,153.84039306640625,188.0500030517578,188.1300048828125,186.72000122070312,187.50999450683594,97458000
94,2014-05-19,154.4048614501953,188.74000549316406,188.88999938964844,187.52000427246094,187.69000244140625,63839000
95,2014-05-20,153.4313201904297,187.5500030517578,188.6699981689453,187.07000732421875,188.64999389648438,111644000
96,2014-05-21,154.723876953125,189.1300048828125,189.22000122070312,188.05999755859375,188.08999633789062,89093000
97,2014-05-22,155.1001739501953,189.58999633789062,189.97999572753906,188.86000061035156,189.17999267578125,61549000
98,2014-05-23,155.7219696044922,190.35000610351562,190.47999572753906,189.58999633789062,189.75999450683594,61092800
99,2014-05-27,156.67910766601562,191.52000427246094,191.5800018310547,190.9499969482422,191.05999755859375,72010000
100,2014-05-28,156.5645751953125,191.3800048828125,191.82000732421875,191.05999755859375,191.52000427246094,66723000
101,2014-05-29,157.37451171875,192.3699951171875,192.39999389648438,191.3300018310547,191.82000732421875,64377000
102,2014-05-30,157.62808227539062,192.67999267578125,192.8000030517578,192.02999877929688,192.19000244140625,76316000
103,2014-06-02,157.80804443359375,192.89999389648438,192.99000549316406,191.97000122070312,192.9499969482422,64656000
104,2014-06-03,157.7262725830078,192.8000030517578,192.89999389648438,192.25,192.42999267578125,65047000
105,2014-06-04,158.0452880859375,193.19000244140625,193.3000030517578,192.27000427246094,192.47000122070312,55529000
106,2014-06-05,159.0760955810547,194.4499969482422,194.64999389648438,192.6999969482422,193.41000366210938,92103000
107,2014-06-06,159.83688354492188,195.3800048828125,195.42999267578125,194.77999877929688,194.8699951171875,78696000
108,2014-06-09,160.00047302246094,195.5800018310547,196.0500030517578,195.1699981689453,195.35000610351562,65119000
109,2014-06-10,160.01687622070312,195.60000610351562,195.63999938964844,194.9199981689453,195.33999633789062,57129000
110,2014-06-11,159.4605712890625,194.9199981689453,195.1199951171875,194.47999572753906,194.89999389648438,68772000
111,2014-06-12,158.33164978027344,193.5399932861328,194.8000030517578,193.11000061035156,194.69000244140625,106350000
112,2014-06-13,158.81431579589844,194.1300048828125,194.32000732421875,193.3000030517578,193.9199981689453,82017000
113,2014-06-16,158.94520568847656,194.2899932861328,194.6999969482422,193.66000366210938,193.88999938964844,87424000
114,2014-06-17,159.386962890625,194.8300018310547,194.97000122070312,193.80999755859375,194.02000427246094,84834000
115,2014-06-18,160.55679321289062,196.25999450683594,196.3699951171875,194.39999389648438,194.8300018310547,105267000
116,2014-06-19,160.73675537109375,196.47999572753906,196.60000610351562,195.8000030517578,196.42999267578125,85929000
117,2014-06-20,161.06314086914062,195.94000244140625,196.10000610351562,195.6999969482422,196.02999877929688,100587000
118,2014-06-23,161.01377868652344,195.8800048828125,196.0500030517578,195.52000427246094,195.99000549316406,70611000
119,2014-06-24,160.04383850097656,194.6999969482422,196.5,194.47999572753906,195.52999877929688,96237000
120,2014-06-25,160.76718139648438,195.5800018310547,195.77999877929688,194.25,194.2899932861328,82782000
121,2014-06-26,160.6521759033203,195.44000244140625,195.6300048828125,194.1300048828125,195.61000061035156,84312000
122,2014-06-27,160.96444702148438,195.82000732421875,195.8800048828125,194.88999938964844,194.97999572753906,71445100
123,2014-06-30,160.88232421875,195.72000122070312,196.1699981689453,195.52999877929688,195.6999969482422,70201200
124,2014-07-01,161.95909118652344,197.02999877929688,197.6300048828125,196.1300048828125,196.1999969482422,90470000
125,2014-07-02,162.12351989746094,197.22999572753906,197.47999572753906,196.9600067138672,197.0500030517578,52475000
126,2014-07-03,162.92086791992188,198.1999969482422,198.2899932861328,197.63999938964844,197.7899932861328,52938800
127,2014-07-07,162.3536376953125,197.50999450683594,197.97999572753906,197.22000122070312,197.82000732421875,61696000
128,2014-07-08,161.30970764160156,196.24000549316406,197.22000122070312,195.75999450683594,197.14999389648438,108143000
129,2014-07-09,162.03309631347656,197.1199951171875,197.3000030517578,196.30999755859375,196.72999572753906,72992000
130,2014-07-10,161.39187622070312,196.33999633789062,196.86000061035156,195.05999755859375,195.22000122070312,99040000
131,2014-07-11,161.6138458251953,196.61000061035156,196.75,195.77999877929688,196.22000122070312,64243000
132,2014-07-14,162.42762756347656,197.60000610351562,197.86000061035156,197.44000244140625,197.61000061035156,58658000
133,2014-07-15,162.12351989746094,197.22999572753906,198.10000610351562,196.36000061035156,197.72000122070312,111307000
134,2014-07-16,162.7235870361328,197.9600067138672,198.25999450683594,197.4199981689453,198.11000061035156,79986400
135,2014-07-17,160.87405395507812,195.7100067138672,198.10000610351562,195.42999267578125,197.35000610351562,145398000
136,2014-07-18,162.51805114746094,197.7100067138672,197.91000366210938,196.24000549316406,196.35000610351562,124330000
137,2014-07-21,162.21392822265625,197.33999633789062,197.5,196.42999267578125,197.08999633789062,67592000
138,2014-07-22,162.92086791992188,198.1999969482422,198.55999755859375,197.8699951171875,198.00999450683594,67678000
139,2014-07-23,163.28257751464844,198.63999938964844,198.85000610351562,198.10000610351562,198.5,65612000
140,2014-07-24,163.29074096679688,198.64999389648438,199.05999755859375,198.4499969482422,198.8300018310547,56888000
141,2014-07-25,162.52627563476562,197.72000122070312,198.25999450683594,197.3300018310547,198.08999633789062,76837000
142,2014-07-28,162.59202575683594,197.8000030517578,198.08999633789062,196.6199951171875,197.75999450683594,69259000
143,2014-07-29,161.89334106445312,196.9499969482422,198.4499969482422,196.9199981689453,198.1699981689453,80466000
144,2014-07-30,161.91795349121094,196.97999572753906,197.91000366210938,196.16000366210938,197.64999389648438,104222000
145,2014-07-31,158.72042846679688,193.08999633789062,195.77999877929688,192.97000122070312,195.61000061035156,183479000
146,2014-08-01,158.23545837402344,192.5,193.75999450683594,191.57000732421875,192.55999755859375,189261000
147,2014-08-04,159.3780059814453,193.88999938964844,194.3000030517578,192.0500030517578,192.8699951171875,91340000
148,2014-08-05,157.83262634277344,192.00999450683594,193.60000610351562,191.30999755859375,193.10000610351562,152690000
149,2014-08-06,157.8820037841797,192.07000732421875,192.88999938964844,191.0800018310547,191.11000061035156,94818000
150,2014-08-07,157.02703857421875,191.02999877929688,193.1300048828125,190.5500030517578,192.94000244140625,135733000
151,2014-08-08,158.8437042236328,193.24000549316406,193.3699951171875,190.9499969482422,191.4600067138672,117014000
152,2014-08-11,159.3040771484375,193.8000030517578,194.66000366210938,193.7100067138672,193.97000122070312,74544000
153,2014-08-12,159.0820770263672,193.52999877929688,194.14999389648438,192.94000244140625,193.61000061035156,73632000
154,2014-08-13,160.158935546875,194.83999633789062,195.05999755859375,193.9600067138672,194.2899932861328,69047000
155,2014-08-14,160.91513061523438,195.75999450683594,195.75999450683594,194.97999572753906,195.16000366210938,57371000
156,2014-08-15,160.88232421875,195.72000122070312,196.64999389648438,194.30999755859375,196.47000122070312,139951000
157,2014-08-18,162.23036193847656,197.36000061035156,197.4499969482422,196.69000244140625,196.8000030517578,75424000
158,2014-08-19,163.07705688476562,198.38999938964844,198.5399932861328,197.44000244140625,197.83999633789062,59135000
159,2014-08-20,163.5126495361328,198.9199981689453,199.16000366210938,198.0800018310547,198.1199951171875,72763000
160,2014-08-21,163.98947143554688,199.5,199.75999450683594,198.92999267578125,199.08999633789062,67791000
161,2014-08-22,163.73463439941406,199.19000244140625,199.69000244140625,198.74000549316406,199.33999633789062,76107000
162,2014-08-25,164.56484985351562,200.1999969482422,200.58999633789062,199.14999389648438,200.13999938964844,63855000
163,2014-08-26,164.6717529296875,200.3300018310547,200.82000732421875,200.27999877929688,200.3300018310547,47298000
164,2014-08-27,164.60595703125,200.25,200.57000732421875,199.94000244140625,200.42999267578125,47874000
165,2014-08-28,164.51551818847656,200.13999938964844,200.27000427246094,199.38999938964844,199.58999633789062,58330000
166,2014-08-29,164.9840545654297,200.7100067138672,200.72999572753906,199.82000732421875,200.4499969482422,65907000
167,2014-09-02,164.90184020996094,200.61000061035156,201.0,199.86000061035156,200.97000122070312,72426000
168,2014-09-03,164.8114776611328,200.5,201.41000366210938,200.22000122070312,201.3800048828125,57462000
169,2014-09-04,164.57313537597656,200.2100067138672,201.5800018310547,199.66000366210938,200.83999633789062,85236000
170,2014-09-05,165.31283569335938,201.11000061035156,201.19000244140625,199.41000366210938,200.1699981689453,102177000
171,2014-09-08,164.88540649414062,200.58999633789062,201.2100067138672,200.0,200.9199981689453,64146000
172,2014-09-09,163.84149169921875,199.32000732421875,200.5500030517578,198.91000366210938,200.41000366210938,88591000
173,2014-09-10,164.45802307128906,200.07000732421875,200.1999969482422,198.77000427246094,199.42999267578125,67251000
174,2014-09-11,164.64706420898438,200.3000030517578,200.3300018310547,199.1199951171875,199.27000427246094,66774400
175,2014-09-12,163.68528747558594,199.1300048828125,200.1199951171875,198.55999755859375,200.10000610351562,117409300
176,2014-09-15,163.56199645996094,198.97999572753906,199.32000732421875,198.3800048828125,199.16000366210938,76401000
177,2014-09-16,164.79502868652344,200.47999572753906,200.83999633789062,198.5,198.61000061035156,116201000
178,2014-09-17,165.01695251464844,200.75,201.67999267578125,199.75,200.77000427246094,151266000
179,2014-09-18,165.89649963378906,201.82000732421875,201.85000610351562,201.10000610351562,201.36000061035156,94990000
180,2014-09-19,165.74705505371094,200.6999969482422,201.89999389648438,200.2899932861328,201.52000427246094,121649000
181,2014-09-22,164.46694946289062,199.14999389648438,200.3800048828125,198.72999572753906,200.35000610351562,125553000
182,2014-09-23,163.52548217773438,198.00999450683594,199.25999450683594,197.9499969482422,198.42999267578125,111393000
183,2014-09-24,164.80552673339844,199.55999755859375,199.69000244140625,197.52000427246094,198.0399932861328,107276000
184,2014-09-25,162.1463165283203,196.33999633789062,199.0500030517578,196.27000427246094,199.0399932861328,150300000
185,2014-09-26,163.4346466064453,197.89999389648438,198.38999938964844,196.4199981689453,196.6999969482422,103547000
186,2014-09-29,163.13735961914062,197.5399932861328,197.88999938964844,196.0500030517578,196.1999969482422,95112000
187,2014-09-30,162.70790100097656,197.02000427246094,198.3000030517578,196.61000061035156,197.69000244140625,131302000
188,2014-10-01,160.50289916992188,194.35000610351562,196.77000427246094,193.91000366210938,196.6999969482422,177798000
189,2014-10-02,160.5276641845703,194.3800048828125,195.05999755859375,192.35000610351562,194.17999267578125,157285000
190,2014-10-03,162.29498291015625,196.52000427246094,196.94000244140625,195.0800018310547,195.67999267578125,121569000
191,2014-10-06,162.10507202148438,196.2899932861328,197.60000610351562,195.5800018310547,197.33999633789062,104778000
192,2014-10-07,159.6027374267578,193.25999450683594,195.72000122070312,193.22000122070312,195.27999877929688,147913000
193,2014-10-08,162.39410400390625,196.63999938964844,196.9199981689453,192.36000061035156,193.3699951171875,186461000
194,2014-10-09,159.17327880859375,192.74000549316406,196.60000610351562,192.5800018310547,196.3300018310547,210705000
195,2014-10-10,157.35641479492188,190.5399932861328,193.64999389648438,190.49000549316406,192.69000244140625,221909000
196,2014-10-13,154.7715606689453,187.41000366210938,191.14999389648438,187.3000030517578,190.4600067138672,230939000
197,2014-10-14,155.0110626220703,187.6999969482422,189.82000732421875,187.0399932861328,188.4199981689453,215847000
198,2014-10-15,153.96218872070312,186.42999267578125,187.69000244140625,181.9199981689453,185.16000366210938,380715000
199,2014-10-16,153.83010864257812,186.27000427246094,187.5800018310547,182.88999938964844,183.05999755859375,270391000
200,2014-10-17,155.64695739746094,188.47000122070312,189.75,187.6199951171875,188.4199981689453,214625000
201,2014-10-20,157.15823364257812,190.3000030517578,190.4499969482422,188.07000732421875,188.1300048828125,130011000
202,2014-10-21,160.27166748046875,194.07000732421875,194.1999969482422,191.47999572753906,191.67999267578125,154949000
203,2014-10-22,159.13198852539062,192.69000244140625,194.91000366210938,192.61000061035156,194.41000366210938,151822000
204,2014-10-23,160.98191833496094,194.92999267578125,196.1999969482422,194.25999450683594,194.6199951171875,154944000
205,2014-10-24,162.22064208984375,196.42999267578125,196.49000549316406,194.49000549316406,195.25,117927000
206,2014-10-27,161.9976806640625,196.16000366210938,196.4499969482422,195.02999877929688,195.72999572753906,82954000
207,2014-10-28,163.85577392578125,198.41000366210938,198.4199981689453,196.72999572753906,196.82000732421875,106736000
208,2014-10-29,163.6080780029297,198.11000061035156,199.1199951171875,196.8000030517578,198.5500030517578,142557000
209,2014-10-30,164.65687561035156,199.3800048828125,199.9499969482422,197.39999389648438,197.5800018310547,113330000
210,2014-10-31,166.53985595703125,201.66000366210938,201.82000732421875,200.77000427246094,201.77999877929688,146903000
211,2014-11-03,166.63070678710938,201.77000427246094,202.4499969482422,201.30999755859375,201.9199981689453,93600000
212,2014-11-04,166.0526123046875,201.07000732421875,201.60000610351562,200.05999755859375,201.22999572753906,93343000
213,2014-11-05,167.1013946533203,202.33999633789062,202.58999633789062,201.4499969482422,202.5399932861328,91709000
214,2014-11-06,167.77032470703125,203.14999389648438,203.25999450683594,201.63999938964844,202.38999938964844,107089000
215,2014-11-07,167.92726135253906,203.33999633789062,203.60000610351562,202.61000061035156,203.1699981689453,89540000
216,2014-11-10,168.4557647705078,203.97999572753906,204.0399932861328,203.1300048828125,203.3800048828125,66319000
217,2014-11-11,168.6209716796875,204.17999267578125,204.30999755859375,203.64999389648438,204.05999755859375,54499400
218,2014-11-12,168.43927001953125,203.9600067138672,204.24000549316406,203.30999755859375,203.35000610351562,90120300
219,2014-11-13,168.6291961669922,204.19000244140625,204.8300018310547,203.2100067138672,204.16000366210938,85357900
220,2014-11-14,168.6705322265625,204.24000549316406,204.49000549316406,203.72000122070312,204.10000610351562,80417500
221,2014-11-17,168.7779083251953,204.3699951171875,204.5800018310547,203.64999389648438,203.85000610351562,80441000
222,2014-11-18,169.7523651123047,205.5500030517578,205.9199981689453,204.44000244140625,204.44000244140625,76068100
223,2014-11-19,169.4798126220703,205.22000122070312,205.5500030517578,204.3000030517578,205.30999755859375,82373000
224,2014-11-20,169.77711486816406,205.5800018310547,205.7100067138672,204.17999267578125,204.25999450683594,72840300
225,2014-11-21,170.68551635742188,206.67999267578125,207.83999633789062,205.97999572753906,207.63999938964844,142327300
226,2014-11-24,171.16456604003906,207.25999450683594,207.38999938964844,206.91000366210938,207.1699981689453,65880800
227,2014-11-25,171.04071044921875,207.11000061035156,207.7899932861328,206.8000030517578,207.5399932861328,79108300
228,2014-11-26,171.47840881347656,207.63999938964844,207.75999450683594,207.02999877929688,207.2899932861328,62167800
229,2014-11-28,171.11502075195312,207.1999969482422,207.8699951171875,206.91000366210938,207.49000549316406,57890100
230,2014-12-01,169.92578125,205.75999450683594,206.5399932861328,205.3800048828125,206.39999389648438,103968400
231,2014-12-02,171.0242156982422,207.08999633789062,207.33999633789062,205.77999877929688,205.80999755859375,74507200
232,2014-12-03,171.6848907470703,207.88999938964844,208.14999389648438,207.10000610351562,207.3000030517578,68952000
233,2014-12-04,171.494873046875,207.66000366210938,208.27000427246094,206.6999969482422,207.5399932861328,91316600
234,2014-12-05,171.7757110595703,208.0,208.47000122070312,207.5500030517578,207.8699951171875,91025500
235,2014-12-08,170.62782287597656,206.61000061035156,208.1199951171875,205.92999267578125,207.52000427246094,108588200
236,2014-12-09,170.51210021972656,206.47000122070312,206.60000610351562,203.91000366210938,204.3699951171875,125180100
237,2014-12-10,167.77859497070312,203.16000366210938,205.97999572753906,202.92999267578125,205.91000366210938,159856400
238,2014-12-11,168.6291961669922,204.19000244140625,206.19000244140625,203.7100067138672,203.8800048828125,159012800
239,2014-12-12,165.90394592285156,200.88999938964844,203.82000732421875,200.85000610351562,202.63999938964844,202330200
240,2014-12-15,164.7642059326172,199.50999450683594,202.52999877929688,198.77999877929688,201.97999572753906,189965800
241,2014-12-16,163.44290161132812,197.91000366210938,202.39999389648438,197.86000061035156,198.5800018310547,259543800
242,2014-12-17,166.64718627929688,201.7899932861328,202.33999633789062,198.2899932861328,198.44000244140625,253910100
243,2014-12-18,170.76815795898438,206.77999877929688,212.97000122070312,203.9199981689453,204.74000549316406,257633900
244,2014-12-19,171.49473571777344,206.52000427246094,207.3300018310547,205.61000061035156,206.42999267578125,245084600
245,2014-12-22,172.28366088867188,207.47000122070312,207.47000122070312,206.4600067138672,206.75,148318900
246,2014-12-23,172.51611328125,207.75,208.22999572753906,207.39999389648438,208.1699981689453,122167900
247,2014-12-24,172.53274536132812,207.77000427246094,208.33999633789062,207.72000122070312,208.02000427246094,42963400
248,2014-12-26,173.08914184570312,208.44000244140625,208.85000610351562,208.25,208.30999755859375,57326700
249,2014-12-29,173.3216094970703,208.72000122070312,208.97000122070312,208.13999938964844,208.22000122070312,79643900
250,2014-12-30,172.39158630371094,207.60000610351562,208.3699951171875,207.50999450683594,208.2100067138672,73540800
251,2014-12-31,170.68099975585938,205.5399932861328,208.19000244140625,205.38999938964844,207.99000549316406,130333800
252,2015-01-02,170.58956909179688,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900
253,2015-01-05,167.5088348388672,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600
254,2015-01-06,165.93109130859375,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400
255,2015-01-07,167.9987030029297,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700
256,2015-01-08,170.97991943359375,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800
257,2015-01-09,169.60975646972656,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300
258,2015-01-12,168.28106689453125,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100
259,2015-01-13,167.80784606933594,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300
260,2015-01-14,166.79466247558594,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100
261,2015-01-15,165.26675415039062,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900
262,2015-01-16,167.43406677246094,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600
263,2015-01-20,167.7911376953125,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100
264,2015-01-21,168.63815307617188,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700
265,2015-01-22,171.14601135253906,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000
