,Date,Adj Close,Close,High,Low,Open,Volume,simple_return,log_return
60,2014-03-31,152.98951721191406,187.00999450683597,187.3000030517578,185.5200042724609,186.6699981689453,99745000,0.00819420661849346,0.008160816387726736
61,2014-04-01,154.00396728515625,188.25,188.3600006103516,187.0,187.6199951171875,89193000,0.006630846947748736,0.006608959583359974
62,2014-04-02,154.5193328857422,188.8800048828125,189.1300048828125,188.13999938964844,188.4900054931641,78774000,0.0033464436642185458,0.003340856782273759
63,2014-04-03,154.3148193359375,188.6300048828125,189.22000122070312,188.0500030517578,189.1699981689453,77435000,-0.0013235466784982108,-0.0013244233400236372
64,2014-04-04,152.49050903320312,186.3999938964844,189.6999969482422,186.1000061035156,189.66000366210935,169381000,-0.01182200329550287,-0.01189243885309172
65,2014-04-07,150.80526733398438,184.33999633789065,186.25999450683597,183.9600067138672,185.9499969482422,140803000,-0.011051453037328463,-0.011112974028590907
66,2014-04-08,151.42710876464844,185.1000061035156,185.3999938964844,183.58999633789065,184.25999450683597,112660000,0.004123472884318247,0.0041149946684754185
67,2014-04-09,153.05499267578125,187.08999633789065,187.1499938964844,185.05999755859372,185.6000061035156,100254000,0.010750280609681973,0.010692907163915617
68,2014-04-10,149.8399658203125,183.16000366210935,187.1699981689453,182.92999267578125,187.0800018310547,172959000,-0.021005697359243847,-0.021229456038778866
69,2014-04-11,148.49012756347656,181.50999450683597,183.4199981689453,181.30999755859372,182.13999938964844,167251000,-0.009008532866689678,-0.009049355049147464
70,2014-04-14,149.65992736816406,182.94000244140625,183.3699951171875,181.44000244140625,182.92999267578125,132382000,0.007877963497522344,0.00784709436105278
71,2014-04-15,150.69064331054688,184.1999969482422,184.3300018310547,181.50999450683597,183.32000732421875,157093000,0.006887053605520332,0.006863446180259789
72,2014-04-16,152.2696075439453,186.1300048828125,186.13999938964844,184.6499938964844,185.47000122070312,105197000,0.010478183639739846,0.010423667959739995
73,2014-04-17,152.4823760986328,186.38999938964844,186.91000366210935,185.55999755859372,185.8800048828125,105255000,0.0013973146586465646,0.0013963393229804286
74,2014-04-21,153.01409912109375,187.0399932861328,187.1000061035156,186.2100067138672,186.44000244140625,68329000,0.003487111337489912,0.003481045462247892
75,2014-04-22,153.70948791503906,187.88999938964844,188.3999938964844,187.1300048828125,187.22999572753903,85790000,0.004544606006502638,0.004534310465625382
76,2014-04-23,153.3494873046875,187.4499969482422,187.9199981689453,187.3000030517578,187.82000732421875,73869000,-0.0023420845078252484,-0.0023448314776746628
77,2014-04-24,153.66038513183594,187.8300018310547,188.38999938964844,186.92999267578125,188.3699951171875,88170000,0.0020273809362709727,0.002025328573020533
78,2014-04-25,152.4005584716797,186.2899932861328,187.3300018310547,185.8699951171875,187.22000122070312,100380000,-0.008198773282231175,-0.00823256806784747
79,2014-04-28,152.88319396972656,186.8800048828125,187.69000244140625,184.9600067138672,187.0500030517578,135121000,0.0031668879883832712,0.003161883960631281
80,2014-04-29,153.5949249267578,187.75,188.0399932861328,187.0800018310547,187.47999572753903,84098000,0.004655390422914518,0.004644587607493815
81,2014-04-30,154.05307006835938,188.30999755859372,188.5,187.17999267578125,187.44000244140625,101508000,0.002982814320330096,0.002978374556165695
82,2014-05-01,154.0694580078125,188.3300018310547,188.83999633789065,187.72999572753903,188.22000122070312,93019000,0.00010637853205941461,0.00010637287426461477
83,2014-05-02,153.84854125976562,188.05999755859372,189.13999938964844,187.77999877929688,188.30999755859372,98122000,-0.0014338776218429938,-0.0014349066081047442
84,2014-05-05,154.1430206298828,188.4199981689453,188.5500030517578,186.6199951171875,187.13999938964844,75883000,0.0019140862026112426,0.0019122566738275942
85,2014-05-06,152.8013458251953,186.77999877929688,188.1300048828125,186.7400054931641,188.0,85454000,-0.008704090520640806,-0.008742192372298103
86,2014-05-07,153.70127868652344,187.8800048828125,187.97000122070312,186.00999450683597,187.41000366210935,106500000,0.005889561092986995,0.00587228542559839
87,2014-05-08,153.5376434326172,187.67999267578125,189.0500030517578,187.0800018310547,187.7100067138672,93618000,-0.0010646317018609963,-0.0010651988247450323
88,2014-05-09,153.7667236328125,187.9600067138672,188.0399932861328,186.8300018310547,187.7100067138672,83679000,0.0014920132618543303,0.0014909013159554996
89,2014-05-12,155.2637939453125,189.7899932861328,189.8800048828125,188.0,188.8000030517578,86940000,0.009735983684447502,0.009688894389007411
90,2014-05-13,155.4028778076172,189.9600067138672,190.4199981689453,189.7700042724609,190.0399932861328,66454000,0.0008957906976927443,0.000895389716651232
91,2014-05-14,154.66661071777344,189.05999755859372,189.8800048828125,188.7899932861328,189.7899932861328,72367000,-0.004737795723160465,-0.004749054653066884
92,2014-05-15,153.30862426757812,187.3999938964844,188.72000122070312,186.47999572753903,188.67999267578125,154956000,-0.00878008798339347,-0.008818860070952374
93,2014-05-16,153.84039306640625,188.0500030517578,188.1300048828125,186.72000122070312,187.50999450683597,97458000,0.0034686163375909906,0.0034626145625081452
94,2014-05-19,154.4048614501953,188.7400054931641,188.88999938964844,187.5200042724609,187.69000244140625,63839000,0.0036691818873955118,0.0036624668602920404
95,2014-05-20,153.4313201904297,187.5500030517578,188.6699981689453,187.07000732421875,188.6499938964844,111644000,-0.00630512051642651,-0.006325081738297805
96,2014-05-21,154.723876953125,189.1300048828125,189.22000122070312,188.05999755859372,188.08999633789065,89093000,0.00842433449110036,0.008389047824574693
97,2014-05-22,155.1001739501953,189.58999633789065,189.97999572753903,188.8600006103516,189.17999267578125,61549000,0.00243205511961353,0.0024291024599461483
98,2014-05-23,155.7219696044922,190.3500061035156,190.47999572753903,189.58999633789065,189.75999450683597,61092800,0.004008993919610626,0.0040009793166756085
99,2014-05-27,156.67910766601562,191.5200042724609,191.5800018310547,190.9499969482422,191.05999755859372,72010000,0.006146454889791153,0.006127642482986475
100,2014-05-28,156.5645751953125,191.3800048828125,191.82000732421875,191.05999755859372,191.5200042724609,66723000,-0.0007310002744416177,-0.0007312675854197722
101,2014-05-29,157.37451171875,192.3699951171875,192.3999938964844,191.3300018310547,191.82000732421875,64377000,0.005173178686347812,0.005159843766996373
102,2014-05-30,157.62808227539062,192.67999267578125,192.8000030517578,192.02999877929688,192.19000244140625,76316000,0.0016112555576583976,0.001609958878090269
103,2014-06-02,157.80804443359375,192.8999938964844,192.9900054931641,191.97000122070312,192.9499969482422,64656000,0.0011416884327040133,0.0011410372020865074
104,2014-06-03,157.7262725830078,192.8000030517578,192.8999938964844,192.25,192.42999267578125,65047000,-0.0005181728908651984,-0.00051830718883266
105,2014-06-04,158.0452880859375,193.19000244140625,193.3000030517578,192.2700042724609,192.47000122070312,55529000,0.0020225895008187944,0.002020546820546424
106,2014-06-05,159.0760955810547,194.4499969482422,194.6499938964844,192.6999969482422,193.41000366210935,92103000,0.0065222285814474645,0.0065010508825989865
107,2014-06-06,159.83688354492188,195.3800048828125,195.42999267578125,194.77999877929688,194.8699951171875,78696000,0.0047825410919739575,0.004771141075242165
108,2014-06-09,160.00047302246094,195.5800018310547,196.0500030517578,195.1699981689453,195.3500061035156,65119000,0.0010234776474047358,0.0010229542512497686
109,2014-06-10,160.01687622070312,195.6000061035156,195.63999938964844,194.9199981689453,195.33999633789065,57129000,0.00010251968592545069,0.00010251443114159236
110,2014-06-11,159.4605712890625,194.9199981689453,195.1199951171875,194.47999572753903,194.8999938964844,68772000,-0.003476539129993683,-0.003482596334969694
111,2014-06-12,158.33164978027344,193.5399932861328,194.8000030517578,193.1100006103516,194.69000244140625,106350000,-0.007079627895867802,-0.007104807372702562
112,2014-06-13,158.81431579589844,194.1300048828125,194.32000732421875,193.3000030517578,193.9199981689453,82017000,0.003048449354849936,0.0030438122547018715
113,2014-06-16,158.94520568847656,194.2899932861328,194.6999969482422,193.66000366210935,193.88999938964844,87424000,0.0008241693572910158,0.000823829916218084
114,2014-06-17,159.386962890625,194.8300018310547,194.97000122070312,193.80999755859372,194.0200042724609,84834000,0.002779304982713615,0.0027754498560167607
115,2014-06-18,160.55679321289062,196.25999450683597,196.3699951171875,194.3999938964844,194.8300018310547,105267000,0.007339560909184195,0.007312757402756559
116,2014-06-19,160.73675537109375,196.47999572753903,196.6000061035156,195.8000030517578,196.42999267578125,85929000,0.0011208629333079312,0.0011202352354486903
117,2014-06-20,161.06314086914062,195.94000244140625,196.1000061035156,195.6999969482422,196.02999877929688,100587000,0.0020305592040434917,0.0020285004052404128
118,2014-06-23,161.01377868652344,195.8800048828125,196.0500030517578,195.5200042724609,195.9900054931641,70611000,-0.0003064772135376037,-0.00030652418727664484
119,2014-06-24,160.04383850097656,194.6999969482422,196.5,194.47999572753903,195.52999877929688,96237000,-0.006023957660389101,-0.006042174890060791
120,2014-06-25,160.76718139648438,195.5800018310547,195.77999877929688,194.25,194.2899932861328,82782000,0.00451965475386551,0.004509471785125467
121,2014-06-26,160.6521759033203,195.44000244140625,195.6300048828125,194.1300048828125,195.6100006103516,84312000,-0.0007153542916227273,-0.0007156102795926745
122,2014-06-27,160.96444702148438,195.82000732421875,195.8800048828125,194.88999938964844,194.97999572753903,71445100,0.001943771482759038,0.001941884803423828
123,2014-06-30,160.88232421875,195.72000122070312,196.1699981689453,195.52999877929688,195.6999969482422,70201200,-0.0005101921837646906,-0.0005103223760808291
124,2014-07-01,161.95909118652344,197.02999877929688,197.6300048828125,196.1300048828125,196.1999969482422,90470000,0.00669288545526836,0.006670587533739531
125,2014-07-02,162.12351989746094,197.22999572753903,197.47999572753903,196.9600067138672,197.0500030517578,52475000,0.0010152484169483333,0.0010147334008243365
126,2014-07-03,162.92086791992188,198.1999969482422,198.2899932861328,197.63999938964844,197.7899932861328,52938800,0.004918151437652174,0.00490609683894183
127,2014-07-07,162.3536376953125,197.50999450683597,197.97999572753903,197.22000122070312,197.82000732421875,61696000,-0.0034816302653640774,-0.0034877052446696585
128,2014-07-08,161.30970764160156,196.2400054931641,197.22000122070312,195.75999450683597,197.1499938964844,108143000,-0.006429976368438783,-0.006450737710967416
129,2014-07-09,162.03309631347656,197.1199951171875,197.3000030517578,196.30999755859372,196.72999572753903,72992000,0.004484470788839401,0.0044744455105824015
130,2014-07-10,161.39187622070312,196.33999633789065,196.8600006103516,195.05999755859372,195.22000122070312,99040000,-0.003957340243211149,-0.003965191233650078
131,2014-07-11,161.6138458251953,196.6100006103516,196.75,195.77999877929688,196.22000122070312,64243000,0.0013753455854781382,0.001374400664034855
132,2014-07-14,162.42762756347656,197.6000061035156,197.8600006103516,197.44000244140625,197.6100006103516,58658000,0.005035346656878881,0.005022711695425446
133,2014-07-15,162.12351989746094,197.22999572753903,198.1000061035156,196.3600006103516,197.72000122070312,111307000,-0.0018722656396417126,-0.0018740205196975837
134,2014-07-16,162.7235870361328,197.9600067138672,198.25999450683597,197.4199981689453,198.1100006103516,79986400,0.003701296018316258,0.0036944630775094926
135,2014-07-17,160.87405395507812,195.7100067138672,198.1000061035156,195.42999267578125,197.3500061035156,145398000,-0.011366103186036591,-0.011431191003416403
136,2014-07-18,162.51805114746094,197.7100067138672,197.91000366210935,196.2400054931641,196.3500061035156,124330000,0.010219156861937861,0.010167294306913353
137,2014-07-21,162.21392822265625,197.33999633789065,197.5,196.42999267578125,197.08999633789065,67592000,-0.0018713178176665846,-0.0018730709202701018
138,2014-07-22,162.92086791992188,198.1999969482422,198.55999755859372,197.8699951171875,198.00999450683597,67678000,0.004358070265675806,0.004348601378205499
139,2014-07-23,163.28257751464844,198.63999938964844,198.8500061035156,198.1000061035156,198.5,65612000,0.0022201550933569347,0.0022176941907548603
140,2014-07-24,163.29074096679688,198.6499938964844,199.05999755859372,198.4499969482422,198.8300018310547,56888000,4.9995855483819795e-05,4.999460573269176e-05
141,2014-07-25,162.52627563476562,197.72000122070312,198.25999450683597,197.3300018310547,198.08999633789065,76837000,-0.004681620816373799,-0.004692613926910576
142,2014-07-28,162.59202575683594,197.8000030517578,198.08999633789065,196.6199951171875,197.75999450683597,69259000,0.0004045507214973654,0.00040446891291730306
143,2014-07-29,161.89334106445312,196.9499969482422,198.4499969482422,196.9199981689453,198.1699981689453,80466000,-0.004297164569606382,-0.004306423916755224
144,2014-07-30,161.91795349121094,196.97999572753903,197.91000366210935,196.16000366210935,197.6499938964844,104222000,0.0001520286541496496,0.00015201709896493963
145,2014-07-31,158.72042846679688,193.08999633789065,195.77999877929688,192.97000122070312,195.6100006103516,183479000,-0.01974781026730077,-0.019945403960929427
146,2014-08-01,158.23545837402344,192.5,193.75999450683597,191.57000732421875,192.55999755859372,189261000,-0.0030554988885685974,-0.003060176455928945
147,2014-08-04,159.3780059814453,193.88999938964844,194.3000030517578,192.0500030517578,192.8699951171875,91340000,0.0072205535924900754,0.007194610204292848
148,2014-08-05,157.83262634277344,192.00999450683597,193.6000061035156,191.30999755859372,193.1000061035156,152690000,-0.009696316810813843,-0.009743632195729478
149,2014-08-06,157.8820037841797,192.07000732421875,192.88999938964844,191.0800018310547,191.1100006103516,94818000,0.0003128468590456457,0.00031279793267108074
150,2014-08-07,157.02703857421875,191.02999877929688,193.1300048828125,190.5500030517578,192.94000244140625,135733000,-0.0054152163607553705,-0.005429931793750964
151,2014-08-08,158.8437042236328,193.2400054931641,193.3699951171875,190.9499969482422,191.4600067138672,117014000,0.01156912634861551,0.011502715724190836
152,2014-08-11,159.3040771484375,193.8000030517578,194.66000366210935,193.7100067138672,193.97000122070312,74544000,0.0028982761832130333,0.002894084278374708
153,2014-08-12,159.0820770263672,193.52999877929688,194.1499938964844,192.94000244140625,193.6100006103516,73632000,-0.0013935620860692222,-0.001394533996763287
154,2014-08-13,160.158935546875,194.83999633789065,195.05999755859372,193.9600067138672,194.2899932861328,69047000,0.006769200783877993,0.006746392615114293
155,2014-08-14,160.91513061523438,195.75999450683597,195.75999450683597,194.97999572753903,195.16000366210935,57371000,0.004721529059726226,0.004710417603045493
156,2014-08-15,160.88232421875,195.72000122070312,196.6499938964844,194.30999755859372,196.47000122070312,139951000,-0.00020387390768628055,-0.00020389469279647395
157,2014-08-18,162.23036193847656,197.3600006103516,197.4499969482422,196.69000244140625,196.8000030517578,75424000,0.008379029369899316,0.008344120171219403
158,2014-08-19,163.07705688476562,198.38999938964844,198.5399932861328,197.44000244140625,197.83999633789065,59135000,0.005219090533806314,0.005205518283526715
159,2014-08-20,163.5126495361328,198.9199981689453,199.16000366210935,198.0800018310547,198.1199951171875,72763000,0.0026710848214226424,0.0026675238141199193
160,2014-08-21,163.98947143554688,199.5,199.75999450683597,198.92999267578125,199.08999633789065,67791000,0.002916116280708314,0.0029118726615499197
161,2014-08-22,163.73463439941406,199.19000244140625,199.69000244140625,198.7400054931641,199.33999633789065,76107000,-0.0015539841302126822,-0.001555192815899033
162,2014-08-25,164.56484985351562,200.1999969482422,200.58999633789065,199.1499938964844,200.13999938964844,63855000,0.005070493833799095,0.005057682169333642
163,2014-08-26,164.6717529296875,200.3300018310547,200.82000732421875,200.27999877929688,200.3300018310547,47298000,0.0006496106323254924,0.000649399726671438
164,2014-08-27,164.60595703125,200.25,200.57000732421875,199.94000244140625,200.42999267578125,47874000,-0.00039955789178725,-0.0003996377363107427
165,2014-08-28,164.51551818847656,200.13999938964844,200.2700042724609,199.38999938964844,199.58999633789065,58330000,-0.0005494263051262216,-0.0005495772950663668
166,2014-08-29,164.9840545654297,200.7100067138672,200.72999572753903,199.82000732421875,200.4499969482422,65907000,0.0028479767873104134,0.00284392898496342
167,2014-09-02,164.90184020996094,200.6100006103516,201.0,199.8600006103516,200.97000122070312,72426000,-0.0004983169778758345,-0.0004984411790438018
168,2014-09-03,164.8114776611328,200.5,201.41000366210935,200.22000122070312,201.3800048828125,57462000,-0.0005479778073614883,-0.0005481280020715869
169,2014-09-04,164.57313537597656,200.2100067138672,201.5800018310547,199.66000366210935,200.83999633789065,85236000,-0.001446151011680774,-0.00144719769728707
170,2014-09-05,165.31283569335938,201.1100006103516,201.19000244140625,199.41000366210935,200.1699981689453,102177000,0.004494660174596099,0.004484589354885949
171,2014-09-08,164.88540649414062,200.58999633789065,201.2100067138672,200.0,200.9199981689453,64146000,-0.0025855778072284563,-0.002588926186435693
172,2014-09-09,163.84149169921875,199.32000732421875,200.5500030517578,198.91000366210935,200.41000366210935,88591000,-0.006331153357462038,-0.006351280104198104
173,2014-09-10,164.45802307128906,200.07000732421875,200.1999969482422,198.7700042724609,199.42999267578125,67251000,0.0037629746023195576,0.00375591232462724
174,2014-09-11,164.64706420898438,200.3000030517578,200.3300018310547,199.1199951171875,199.2700042724609,66774400,0.0011494795703179683,0.001148819424510996
175,2014-09-12,163.68528747558594,199.1300048828125,200.1199951171875,198.55999755859372,200.1000061035156,117409300,-0.005841444777768157,-0.00585857275028869
176,2014-09-15,163.56199645996094,198.97999572753903,199.32000732421875,198.3800048828125,199.16000366210935,76401000,-0.0007532198985409355,-0.0007535037111732117
177,2014-09-16,164.79502868652344,200.47999572753903,200.83999633789065,198.5,198.6100006103516,116201000,0.007538622988527477,0.0075103495763993965
178,2014-09-17,165.01695251464844,200.75,201.67999267578125,199.75,200.7700042724609,151266000,0.001346665793827695,0.0013457598526896482
179,2014-09-18,165.89649963378906,201.82000732421875,201.8500061035156,201.1000061035156,201.3600006103516,94990000,0.005330040979047546,0.005315886584022184
180,2014-09-19,165.74705505371094,200.6999969482422,201.8999938964844,200.2899932861328,201.5200042724609,121649000,-0.0009008302188896478,-0.0009012362102691278
181,2014-09-22,164.46694946289062,199.1499938964844,200.3800048828125,198.72999572753903,200.3500061035156,125553000,-0.007723247875538353,-0.007753226609629827
182,2014-09-23,163.52548217773438,198.00999450683597,199.25999450683597,197.9499969482422,198.42999267578125,111393000,-0.005724355490454802,-0.005740802408715926
183,2014-09-24,164.80552673339844,199.55999755859372,199.69000244140625,197.5200042724609,198.0399932861328,107276000,0.007827798693006205,0.007797320425325197
184,2014-09-25,162.1463165283203,196.33999633789065,199.0500030517578,196.2700042724609,199.0399932861328,150300000,-0.01613544313583526,-0.016267036867137
185,2014-09-26,163.4346466064453,197.8999938964844,198.38999938964844,196.4199981689453,196.6999969482422,103547000,0.007945478538823103,0.007914079435160067
186,2014-09-29,163.13735961914062,197.5399932861328,197.88999938964844,196.0500030517578,196.1999969482422,95112000,-0.0018189961154354561,-0.0018206524978096144
187,2014-09-30,162.70790100097656,197.0200042724609,198.3000030517578,196.6100006103516,197.69000244140625,131302000,-0.0026324970513601498,-0.002635968164858492
188,2014-10-01,160.50289916992188,194.3500061035156,196.7700042724609,193.91000366210935,196.6999969482422,177798000,-0.013551903856478642,-0.013644569051109305
189,2014-10-02,160.5276641845703,194.3800048828125,195.05999755859372,192.3500061035156,194.17999267578125,157285000,0.00015429636957664528,0.0001542844671161349
190,2014-10-03,162.29498291015625,196.5200042724609,196.94000244140625,195.0800018310547,195.67999267578125,121569000,0.011009434009791041,0.010949271359575928
191,2014-10-06,162.10507202148438,196.2899932861328,197.6000061035156,195.5800018310547,197.33999633789065,104778000,-0.0011701587151157211,-0.0011708438853824615
192,2014-10-07,159.6027374267578,193.25999450683597,195.72000122070312,193.22000122070312,195.27999877929688,147913000,-0.015436497843786867,-0.015556881046892646
193,2014-10-08,162.39410400390625,196.63999938964844,196.9199981689453,192.3600006103516,193.3699951171875,186461000,0.017489465545222238,0.01733828500850865
